C_denovo1,C45.2_,2.00E-118
C_denovo200,C15_AY239369,1.00E-137
C_denovo201,C1233_EU118166,2.00E-128
C_denovo202,C1213_EU074955,3.00E-105
C_denovo203,C1b/C1e_AY239363,3.00E-123
C_denovo204,C60_AY589764,7.00E-66
C_denovo205,C42.2_,2.00E-145
C_denovo206,C3ff_HM185740,2.00E-69
C_denovo207,C1j_AY589732,8.00E-115
C_denovo208,C1213_EU074955,5.00E-125
C_denovo209,C17.2_FJ461513,2.00E-102
C_denovo20,C1233_EU118166,3.00E-123
C_denovo210,C31.2_JF683332,1.00E-131
C_denovo211,C15e_AY589742,2.00E-130
C_denovo212,C15.17_HE579023,6.00E-134
C_denovo213,C1213_EU074955,3.00E-74
C_denovo214,C15_AY239369,1.00E-107
C_denovo215,C15.20_HE579026,2.00E-124
C_denovo216,C17.2_FJ461513,7.00E-118
C_denovo217,C15.3_FJ461510,7.00E-106
C_denovo218,C15a_AY258476,9.00E-133
C_denovo219,C1233_EU118166,7.00E-152
C_denovo21,C42_AY258487,2.00E-115
C_denovo220,C1.15_HE578988,5.00E-131
C_denovo221,C42_AY258487,2.00E-136
C_denovo222,C15_AY239369,2.00E-127
C_denovo223,C15_AY239369,5.00E-128
C_denovo224,C1094_AJ291514,1.00E-125
C_denovo225,C1cstar_AY239364,2.00E-127
C_denovo226,C17.2_FJ461513,1.00E-125
C_denovo228,C1233_EU118166,4.00E-141
C_denovo229,C21.2_JF683324,3.00E-123
C_denovo22,C15a_AY258476,1.00E-131
C_denovo230,C35.2_AY258500,1.00E-134
C_denovo231,C35.2_AY258500,3.00E-129
C_denovo232,C31_AY258496,6.00E-103
C_denovo233,C15_AY239369,1.00E-131
C_denovo234,C1b/C1e_AY239363,4.00E-132
C_denovo235,C15_AY239369,5.00E-119
C_denovo236,C42_AY258487,1.00E-125
C_denovo237,C1233_EU118166,8.00E-124
C_denovo238,C1002_DQ838544,1.00E-141
C_denovo239,C1.15_HE578988,6.00E-137
C_denovo23,C15_AY239369,4.00E-129
C_denovo240,C42.2_,2.00E-133
C_denovo241,C42.2_,1.00E-116
C_denovo242,C1148_EU040178,2.00E-81
C_denovo243,C15.19_HE579025,1.00E-113
C_denovo244,C15a_AY258476,8.00E-130
C_denovo245,C1002_DQ838544,3.00E-126
C_denovo246,C42_AY765402,1.00E-110
C_denovo247,C15_AY239369,3.00E-132
C_denovo248,C15_AY239369,2.00E-130
C_denovo249,C42.2_,1.00E-116
C_denovo24,C42_AY765402,3.00E-117
C_denovo250,C15_AY239369,2.00E-139
C_denovo251,C1cstar_AY239364,6.00E-140
C_denovo252,C131_JF320826,1.00E-131
C_denovo253,C42.2_,4.00E-144
C_denovo254,C1054_AY186565,3.00E-126
C_denovo255,C1b/C1e_AY239363,8.00E-127
C_denovo256,C1d_AY258488,5.00E-88
C_denovo257,C45.2_,3.00E-126
C_denovo258,C45.2_,6.00E-143
C_denovo259,C1d_AY258488,2.00E-130
C_denovo260,C15a_AY258476,1.00E-128
C_denovo261,C3.5_,4.00E-101
C_denovo262,C15_AY239369,1.00E-128
C_denovo263,C1208_EU074963,3.00E-129
C_denovo264,C15_AY239369,1.00E-122
C_denovo265,C1cstar_AY239364,3.00E-120
C_denovo266,C1cstar_AY239364,2.00E-118
C_denovo267,C15_AY239369,7.00E-121
C_denovo268,C1cstar_AY239364,1.00E-113
C_denovo269,C15a_AY258476,1.00E-128
C_denovo26,C1cstar_AY239364,9.00E-133
C_denovo270,C45.2_,9.00E-136
C_denovo272,C1233_EU118166,3.00E-123
C_denovo274,C15.7_HE579015,5.00E-125
C_denovo275,C1059_DQ480609,4.00E-110
C_denovo276,C1d_AY258488,1.00E-122
C_denovo277,C15_AY239369,5.00E-122
C_denovo278,C1d_AY258488,3.00E-117
C_denovo279,C15e_AY589742,1.00E-116
C_denovo27,C15a_AY258476,1.00E-122
C_denovo280,C42.2_,1.00E-113
C_denovo282,C1059_DQ480609,6.00E-134
C_denovo283,C1b/C1e_AY239363,1.00E-116
C_denovo284,C1cstar_AY239364,5.00E-119
C_denovo285,C1d_AY258488,6.00E-131
C_denovo286,C1233_EU118166,3.00E-126
C_denovo287,C1233_EU118166,4.00E-138
C_denovo288,C1d_AY258488,4.00E-132
C_denovo289,C42_AY258487,3.00E-120
C_denovo28,C42.2_,2.00E-127
C_denovo290,C15_AY239369,4.00E-107
C_denovo291,C15f_AY589743,1.00E-110
C_denovo292,C1d_AY258488,1.00E-131
C_denovo293,C15f_AY589743,7.00E-115
C_denovo295,C1205_EU074960,1.00E-141
C_denovo296,C15a_AY258476,1.00E-125
C_denovo297,C15.4_FJ461511,8.00E-127
C_denovo298,C1233_EU118166,5.00E-119
C_denovo299,C15_AY239369,2.00E-124
C_denovo29,C45.1_,5.00E-131
C_denovo2,C15_AY239369,6.00E-137
C_denovo300,C15.19_HE579025,2.00E-130
C_denovo302,C15_AY239369,8.00E-121
C_denovo303,C49_AY589754,3.00E-117
C_denovo304,C1198_EU099810,3.00E-120
C_denovo305,C1cstar_AY239364,2.00E-127
C_denovo306,C1233_EU118166,3.00E-145
C_denovo307,C21.8_JF683329,1.00E-128
C_denovo308,C15_AY239369,3.00E-123
C_denovo309,C15_AY239369,5.00E-128
C_denovo30,C15f_AY589743,8.00E-127
C_denovo310,C15_AY239369,9.00E-130
C_denovo311,C42_AY765402,1.00E-98
C_denovo312,C15_AY239369,5.00E-122
C_denovo313,C1cstar_AY239364,2.00E-124
C_denovo314,C15_AY239369,3.00E-132
C_denovo316,C42.2_,2.00E-127
C_denovo317,C15e_AY589742,1.00E-116
C_denovo318,C15a_AY258476,2.00E-127
C_denovo319,C1233_EU118166,1.00E-67
C_denovo31,C15_AY239369,5.00E-119
C_denovo320,C15a_AY258476,1.00E-131
C_denovo321,C1054_AY186565,5.00E-128
C_denovo322,C15a_AY258476,3.00E-129
C_denovo323,C15_AY239369,5.00E-122
C_denovo324,C31a_AY589746,2.00E-139
C_denovo325,C55_AY589759,1.00E-128
C_denovo326,C15.19_HE579025,2.00E-121
C_denovo327,C1233_EU118166,2.00E-140
C_denovo328,C1233_EU118166,2.00E-112
C_denovo329,C31.2_JF683332,2.00E-124
C_denovo32,C15_AY239369,2.00E-112
C_denovo330,C15f_AY589743,3.00E-108
C_denovo331,C1233_EU118166,3.00E-120
C_denovo332,C1cstar_AY239364,4.00E-104
C_denovo333,C15.20_HE579026,3.00E-117
C_denovo334,C15_AY239369,6.00E-103
C_denovo336,C1d_AY258488,2.00E-121
C_denovo337,C15_AY239369,3.00E-129
C_denovo338,C1cstar_AY239364,5.00E-122
C_denovo339,C15_AY239369,2.00E-124
C_denovo33,C42_AY258487,5.00E-131
C_denovo340,C42.2_,5.00E-122
C_denovo341,C42.2_,9.00E-130
C_denovo342,C1233_EU118166,6.00E-134
C_denovo343,C15.20_HE579026,1.00E-116
C_denovo344,C42.2_,1.00E-138
C_denovo345,C1.14_HE578987,4.00E-110
C_denovo347,C1cstar_AY239364,2.00E-133
C_denovo348,C21.11_HQ630874,3.00E-126
C_denovo349,C1054_AY186565,2.00E-121
C_denovo34,C3f_AY589734,5.00E-125
C_denovo350,C15f_AY589743,5.00E-116
C_denovo351,C27.1_FJ461517,4.00E-67
C_denovo352,C17.1_JF683322,4.00E-107
C_denovo353,C1017_DQ174729,2.00E-139
C_denovo354,C35.2_AY258500,6.00E-137
C_denovo355,C15_AY239369,2.00E-140
C_denovo356,C1233_EU118166,1.00E-134
C_denovo357,C1226_EU074881,4.00E-141
C_denovo358,C15a_AY258476,1.00E-113
C_denovo359,C17.2_FJ461513,2.00E-127
C_denovo35,C15a_AY258476,4.00E-132
C_denovo360,C42.2_,5.00E-122
C_denovo361,C45.2_,4.00E-132
C_denovo362,C1234_EU118165,8.00E-130
C_denovo363,C45.2_,1.00E-113
C_denovo364,C1d_AY258488,9.00E-133
C_denovo365,C1b/C1e_AY239363,2.00E-106
C_denovo366,C15a_AY258476,1.00E-134
C_denovo367,C1d_AY258488,2.00E-140
C_denovo368,C15.15_HE579021,5.00E-116
C_denovo36,C15.20_HE579026,4.00E-101
C_denovo370,C15_AY239369,8.00E-130
C_denovo371,C1d_AY258488,2.00E-140
C_denovo372,C42.2_,1.00E-125
C_denovo373,C31_AY258496,2.00E-124
C_denovo374,C42.2_,4.00E-101
C_denovo375,C1017_DQ174729,7.00E-112
C_denovo376,C42_AY258487,1.00E-128
C_denovo377,C1d_AY258488,6.00E-134
C_denovo378,C15_AY239369,9.00E-130
C_denovo379,C94_AJ621539,6.00E-140
C_denovo37,C1233_EU118166,2.00E-137
C_denovo380,C15.20_HE579026,5.00E-134
C_denovo381,C31.6_HQ630878,5.00E-94
C_denovo382,C1233_EU118166,2.00E-66
C_denovo383,C15f_AY589743,6.00E-85
C_denovo384,C1009_DQ480608,4.00E-113
C_denovo385,C3ff_HM185740,2.00E-41
C_denovo386,C1d_AY258488,1.00E-153
C_denovo387,C1233_EU118166,4.00E-110
C_denovo388,C15_AY239369,9.00E-133
C_denovo389,C42.2_,4.00E-116
C_denovo38,C1235_EU118167,1.00E-42
C_denovo390,C15.4_FJ461511,2.00E-137
C_denovo391,C1213_EU074955,4.00E-116
C_denovo392,C1d_AY258488,7.00E-109
C_denovo393,C1d_AY258488,1.00E-141
C_denovo394,C1cstar_AY239364,5.00E-128
C_denovo395,C42.2_,7.00E-112
C_denovo396,C15_AY239369,5.00E-128
C_denovo397,C1cstar_AY239364,2.00E-112
C_denovo398,C1cstar_AY239364,6.00E-134
C_denovo399,C42.2_,5.00E-125
C_denovo39,C3ff_HM185740,3.00E-56
C_denovo3,C15_AY239369,4.00E-132
C_denovo400,C42_AY765402,3.00E-120
C_denovo401,C45.2_,6.00E-100
C_denovo402,C15.4_FJ461511,5.00E-116
C_denovo403,C15a_AY258476,3.00E-126
C_denovo404,C15a_AY258476,7.00E-115
C_denovo405,C15a_AY258476,2.00E-109
C_denovo406,C1cstar_AY239364,2.00E-136
C_denovo407,C1cstar_AY239364,1.00E-131
C_denovo408,C15.19_HE579025,7.00E-109
C_denovo409,C1233_EU118166,3.00E-129
C_denovo40,C3.1_JF683321,5.00E-125
C_denovo410,C1d_AY258488,7.00E-152
C_denovo411,C3.15_FK529649,2.00E-137
C_denovo412,C15a_AY258476,1.00E-125
C_denovo413,C15.19_HE579025,1.00E-113
C_denovo414,C15a_AY258476,1.00E-107
C_denovo415,C3.5_,4.00E-104
C_denovo416,C15f_AY589743,4.00E-116
C_denovo417,C15e_AY589742,3.00E-114
C_denovo418,C17.2_FJ461513,2.00E-127
C_denovo419,C1d_AY258488,4.00E-135
C_denovo41,C15.20_HE579026,3.00E-111
C_denovo420,C17.2_FJ461513,5.00E-125
C_denovo421,C1cstar_AY239364,6.00E-106
C_denovo422,C15_AY239369,2.00E-133
C_denovo423,C15_AY239369,5.00E-113
C_denovo424,C45.2_,1.00E-134
C_denovo425,C1cstar_AY239364,5.00E-125
C_denovo426,C1d_AY258488,3.00E-145
C_denovo427,C1cstar_AY239364,2.00E-127
C_denovo428,C42.2_,1.00E-116
C_denovo429,C15.7_HE579015,3.00E-123
C_denovo42,C1cstar_AY239364,4.00E-110
C_denovo430,C15_AY239369,3.00E-108
C_denovo431,C1213_EU074955,3.00E-80
C_denovo433,C35.2_AY258500,5.00E-119
C_denovo434,C1231_EU074878,8.00E-90
C_denovo435,C1233_EU118166,7.00E-121
C_denovo436,C15.20_HE579026,8.00E-124
C_denovo437,C15_AY239369,5.00E-125
C_denovo438,C15a_AY258476,6.00E-131
C_denovo439,C15.22_KC597695,2.00E-139
C_denovo43,C131_JF320826,7.00E-118
C_denovo440,C42.2_,3.00E-114
C_denovo442,C42.2_,6.00E-137
C_denovo443,C1223_EU074949,1.00E-119
C_denovo444,C60_AY589764,9.00E-130
C_denovo445,C1233_EU118166,4.00E-141
C_denovo446,C1233_EU118166,6.00E-103
C_denovo447,C1233_EU118166,9.00E-90
C_denovo448,C3.15_FK529649,7.00E-115
C_denovo44,C1087_DQ182655,2.00E-99
C_denovo450,C42.2_,9.00E-136
C_denovo451,C1cstar_AY239364,6.00E-140
C_denovo452,C1094_AJ291514,3.00E-71
C_denovo453,C1d_AY258488,1.00E-131
C_denovo454,C1.15_HE578988,2.00E-124
C_denovo455,C131_JF320826,3.00E-80
C_denovo456,C1d_AY258488,2.00E-124
C_denovo457,C31_AY258496,3.00E-111
C_denovo458,C15a_AY258476,2.00E-112
C_denovo459,C15_AY239369,5.00E-119
C_denovo45,C21.6_HQ630873,3.00E-123
C_denovo460,C1b/C1e_AY239363,1.00E-119
C_denovo461,C45.2_,1.00E-131
C_denovo462,C1cstar_AY239364,3.00E-120
C_denovo463,C1d_AY258488,2.00E-139
C_denovo464,C1d_AY258488,4.00E-132
C_denovo465,C1d_AY258488,2.00E-118
C_denovo466,C31_AY258496,5.00E-134
C_denovo467,C1cstar_AY239364,1.00E-134
C_denovo468,C15.15_HE579021,5.00E-128
C_denovo469,C1233_EU118166,2.00E-140
C_denovo46,C15.20_HE579026,3.00E-126
C_denovo470,C42.2_,2.00E-133
C_denovo471,C1j_AY589732,4.00E-104
C_denovo472,C42_AY765402,2.00E-124
C_denovo473,C31.10_HQ630880,5.00E-122
C_denovo474,C1d_AY258488,1.00E-131
C_denovo475,C13_AY589740,9.00E-130
C_denovo476,C1233_EU118166,1.00E-134
C_denovo477,C1d_AY258488,8.00E-127
C_denovo478,C1.13_HE578986,2.00E-84
C_denovo479,C15.19_HE579025,4.00E-113
C_denovo47,C45.2_,4.00E-113
C_denovo480,C3.15_FK529649,2.00E-105
C_denovo481,C15_AY239369,3.00E-114
C_denovo482,C15a_AY258476,1.00E-116
C_denovo483,C1cstar_AY239364,2.00E-68
C_denovo484,C1cstar_AY239364,4.00E-132
C_denovo485,C42.2_,2.00E-133
C_denovo486,C45.2_,2.00E-133
C_denovo487,C1198_EU099810,7.00E-118
C_denovo488,C42.2_,6.00E-137
C_denovo489,C1cstar_AY239364,9.00E-87
C_denovo48,C45.2_,8.00E-130
C_denovo490,C1208_EU074963,8.00E-127
C_denovo491,C15f_AY589743,2.00E-106
C_denovo492,C3.15_FK529649,4.00E-135
C_denovo493,C1233_EU118166,3.00E-80
C_denovo494,C1cstar_AY239364,2.00E-139
C_denovo495,C42.2_,1.00E-110
C_denovo496,C1cstar_AY239364,9.00E-136
C_denovo497,C42_AY258487,1.00E-122
C_denovo498,C45.2_,1.00E-125
C_denovo499,C1208_EU074963,7.00E-109
C_denovo49,C31_AY258496,5.00E-128
C_denovo4,C42.2_,3.00E-126
C_denovo500,C15e_AY589742,9.00E-136
C_denovo501,C1088_DQ182640,2.00E-136
C_denovo502,C15_AY239369,2.00E-136
C_denovo503,C31a_AY589746,4.00E-147
C_denovo504,C42.2_,2.00E-112
C_denovo505,C15f_AY589743,1.00E-125
C_denovo506,C1cstar_AY239364,3.00E-129
C_denovo507,C1cstar_AY239364,5.00E-122
C_denovo508,C45.2_,2.00E-130
C_denovo509,C1233_EU118166,4.00E-104
C_denovo50,C1.15_HE578988,9.00E-130
C_denovo510,C42.2_,8.00E-121
C_denovo511,C45.2_,8.00E-124
C_denovo512,C35.2_AY258500,5.00E-125
C_denovo513,C17.1_JF683322,3.00E-43
C_denovo514,C42.2_,5.00E-122
C_denovo515,C1cstar_AY239364,2.00E-127
C_denovo516,C1226_EU074881,1.00E-150
C_denovo517,C1.15_HE578988,1.00E-122
C_denovo518,C1cstar_AY239364,8.00E-121
C_denovo519,C45.2_,7.00E-112
C_denovo51,C15.20_HE579026,3.00E-111
C_denovo520,C31_AY258496,2.00E-133
C_denovo521,C1b/C1e_AY239363,5.00E-128
C_denovo522,C42.2_,7.00E-118
C_denovo523,C1233_EU118166,7.00E-146
C_denovo524,C42.2_,5.00E-119
C_denovo525,C1cstar_AY239364,2.00E-127
C_denovo526,C1233_EU118166,6.00E-137
C_denovo527,C1cstar_AY239364,5.00E-131
C_denovo528,C15_AY239369,5.00E-134
C_denovo529,C15_AY239369,9.00E-133
C_denovo52,C45.1_,9.00E-142
C_denovo530,C42_AY258487,7.00E-121
C_denovo531,C15.20_HE579026,2.00E-133
C_denovo532,C42_AY258487,5.00E-119
C_denovo533,C21/3d/C3k_AY239372,1.00E-119
C_denovo534,C42.2_,4.00E-110
C_denovo535,C17.2_FJ461513,6.00E-134
C_denovo536,C42_AY258487,8.00E-127
C_denovo537,C42_AY258487,7.00E-112
C_denovo538,C1233_EU118166,7.00E-149
C_denovo539,C1.15_HE578988,3.00E-123
C_denovo53,C42.2_,2.00E-136
C_denovo540,C42_AY258487,4.00E-116
C_denovo541,C42.2_,4.00E-129
C_denovo542,C1cstar_AY239364,2.00E-121
C_denovo543,C42_AY258487,2.00E-136
C_denovo544,C1.14_HE578987,1.00E-125
C_denovo545,C15.20_HE579026,2.00E-130
C_denovo546,C17.2_FJ461513,3.00E-111
C_denovo547,C35.2_AY258500,2.00E-133
C_denovo548,C1.15_HE578988,9.00E-130
C_denovo549,C1232_EU118163,3.00E-154
C_denovo54,C39_AY258484,6.00E-106
C_denovo550,C1103_AF427470,5.00E-131
C_denovo551,C38a_AY258483,2.00E-136
C_denovo552,C15.1_FJ461508,9.00E-139
C_denovo553,C1017_DQ174729,3.00E-126
C_denovo554,C1233_EU118166,2.00E-127
C_denovo555,C60_AY589764,1.00E-134
C_denovo556,C21/3d/C3k_AY239372,2.00E-112
C_denovo557,C1235_EU118167,9.00E-90
C_denovo558,C15.7_HE579015,5.00E-113
C_denovo559,C42_AY765402,3.00E-111
C_denovo55,C15_AY239369,3.00E-132
C_denovo560,C15.17_HE579023,4.00E-138
C_denovo561,C45.2_,1.00E-101
C_denovo562,C1cstar_AY239364,2.00E-130
C_denovo563,C3.22_HE579010,8.00E-127
C_denovo564,C31.6_HQ630878,2.00E-69
C_denovo565,C1009_DQ480608,3.00E-120
C_denovo566,C1d_AY258488,3.00E-111
C_denovo567,C30_AY589745,1.00E-134
C_denovo568,C15_AY239369,2.00E-121
C_denovo56,C15.19_HE579025,3.00E-117
C_denovo570,C30_AY589745,8.00E-127
C_denovo571,C15_AY239369,4.00E-141
C_denovo572,C15a_AY258476,3.00E-129
C_denovo573,C15_AY239369,2.00E-124
C_denovo574,C15_AY239369,4.00E-113
C_denovo575,C15.19_HE579025,5.00E-91
C_denovo576,C45.2_,1.00E-134
C_denovo577,C3.1_JF683321,3.00E-126
C_denovo578,C15.15_HE579021,5.00E-88
C_denovo579,C1233_EU118166,2.00E-137
C_denovo57,C15.20_HE579026,5.00E-122
C_denovo581,C15_AY239369,1.00E-119
C_denovo582,C1cstar_AY239364,3.00E-129
C_denovo583,C1233_EU118166,9.00E-133
C_denovo584,C1cstar_AY239364,1.00E-116
C_denovo585,C94_AJ621539,5.00E-125
C_denovo587,C1j_AY589732,9.00E-130
C_denovo588,C1233_EU118166,3.00E-151
C_denovo589,C1233_EU118166,5.00E-79
C_denovo58,C1cstar_AY239364,9.00E-130
C_denovo590,C1233_EU118166,1.00E-107
C_denovo591,C45.2_,8.00E-127
C_denovo592,C45.2_,7.00E-115
C_denovo593,C31_AY258496,9.00E-99
C_denovo594,C3.20_HE579008,5.00E-134
C_denovo595,C1cstar_AY239364,5.00E-122
C_denovo596,C42_AY765402,3.00E-117
C_denovo597,C15_AY239369,2.00E-130
C_denovo598,C45.1_,1.00E-128
C_denovo599,C42.2_,3.00E-126
C_denovo59,C15_AY239369,2.00E-127
C_denovo5,C1233_EU118166,5.00E-85
C_denovo600,C15_AY239369,1.00E-125
C_denovo601,C1094_AJ291514,3.00E-77
C_denovo602,C31_AY258496,2.00E-139
C_denovo603,C1d_AY258488,3.00E-135
C_denovo604,C17.2_FJ461513,1.00E-64
C_denovo605,C1059_DQ480609,4.00E-132
C_denovo606,C42.2_,9.00E-136
C_denovo607,C15a_AY258476,8.00E-130
